Time,Usage_kW,Unnamed: 2,Usage_kWh,Day,Network_Cost_kWh,Network_Cost_kW,Retail_Cost_kWh,Feed_in
2022-05-30 07:15:00,28.19,,7.0475,Monday,0.48275375000000004,287.538,0.732277535,0.0
2022-05-30 07:30:00,25.98,,6.495,Monday,0.44490750000000007,264.996,0.67486947,0.0
2022-05-30 07:45:00,28.21,,7.0525,Monday,0.48309625000000006,287.74199999999996,0.732797065,0.0
2022-05-30 08:00:00,26.5,,6.625,Monday,0.45381250000000006,270.29999999999995,0.6883772499999999,0.0
2022-05-30 08:15:00,24.81,,6.2025,Monday,0.42487125000000003,253.06199999999998,0.644476965,0.0
2022-05-30 08:30:00,19.81,,4.9525,Monday,0.33924625,202.06199999999998,0.514594465,0.0
2022-05-30 08:45:00,13.97,,3.4925,Monday,0.23923625000000004,142.494,0.362891705,0.0
2022-05-30 09:00:00,11.74,,2.935,Monday,0.20104750000000002,119.74799999999999,0.30496411,0.0
2022-05-30 09:15:00,9.34,,2.335,Monday,0.15994750000000002,95.26799999999999,0.24262050999999998,0.0
2022-05-30 09:30:00,7.99,,1.9975,Monday,0.13682875000000003,81.49799999999999,0.207552235,0.0
2022-05-30 09:45:00,10.95,,2.7375,Monday,0.18751875,111.68999999999998,0.284442675,0.0
2022-05-30 10:00:00,8.97,,2.2425,Monday,0.15361125000000003,91.494,0.23300920500000002,0.0
2022-05-30 10:15:00,9.2,,2.3,Monday,0.15755,93.83999999999999,0.23898379999999997,0.0
2022-05-30 10:30:00,16.16,,4.04,Monday,0.27674000000000004,164.832,0.41978023999999997,0.0
2022-05-30 10:45:00,13.33,,3.3325,Monday,0.22827625,135.96599999999998,0.346266745,0.0
2022-05-30 11:00:00,9.43,,2.3575,Monday,0.16148875000000001,96.18599999999999,0.244958395,0.0
2022-05-30 11:15:00,7.27,,1.8175,Monday,0.12449875,74.154,0.188849155,0.0
2022-05-30 11:30:00,6.19,,1.5475,Monday,0.10600375000000002,63.138,0.16079453500000002,0.0
2022-05-30 11:45:00,0.81,,0.2025,Monday,0.013871250000000002,8.262,0.021040965000000002,0.0
2022-05-30 12:00:00,0.0,,0.0,Monday,0.0,0.0,0.0,0.0
2022-05-30 12:15:00,11.97,,2.9925,Monday,0.20498625000000004,122.094,0.31093870500000004,0.0
2022-05-30 12:30:00,14.38,,3.595,Monday,0.24625750000000005,146.676,0.37354207,0.0
2022-05-30 12:45:00,19.03,,4.7575,Monday,0.32588875000000006,194.106,0.49433279500000005,0.0
2022-05-30 13:00:00,13.45,,3.3625,Monday,0.23033125000000002,137.18999999999997,0.349383925,0.0
2022-05-30 13:15:00,13.74,,3.435,Monday,0.23529750000000002,140.148,0.35691711,0.0
2022-05-30 13:30:00,13.78,,3.445,Monday,0.2359825,140.55599999999998,0.35795616999999996,0.0
2022-05-30 13:45:00,12.67,,3.1675,Monday,0.21697375000000002,129.23399999999998,0.329122255,0.0
2022-05-30 14:00:00,13.2,,3.3,Monday,0.22605,134.64,0.34288979999999997,0.0
2022-05-30 14:15:00,18.98,,4.745,Monday,0.32503250000000006,193.596,0.49303397,0.0
2022-05-30 14:30:00,11.62,,2.905,Monday,0.1989925,118.52399999999999,0.30184692999999996,0.0
2022-05-30 14:45:00,12.58,,3.145,Monday,0.21543250000000003,128.316,0.32678437,0.0
2022-05-30 15:00:00,11.62,,2.905,Monday,0.1989925,118.52399999999999,0.30184692999999996,0.0
2022-05-30 15:15:00,13.11,,3.2775,Monday,0.22450875,133.72199999999998,0.340551915,0.0
2022-05-30 15:30:00,16.2,,4.05,Monday,0.27742500000000003,165.23999999999998,0.42081929999999995,0.0
2022-05-30 15:45:00,20.5,,5.125,Monday,0.35106250000000006,209.1,0.53251825,0.0
2022-05-30 16:00:00,20.46,,5.115,Monday,0.35037750000000006,208.692,0.53147919,0.0
2022-05-30 16:15:00,21.22,,5.305,Monday,0.3633925,216.44399999999996,0.55122133,0.0
2022-05-30 16:30:00,26.07,,6.5175,Monday,0.44644875000000006,265.914,0.677207355,0.0
2022-05-30 16:45:00,28.01,,7.0025,Monday,0.47967125000000005,285.702,0.7276017650000001,0.0
2022-05-30 17:00:00,28.29,,7.0725,Monday,0.48446625000000004,288.558,0.7348751849999999,0.0
2022-05-30 17:15:00,25.63,,6.4075,Monday,0.43891375,261.426,0.665777695,0.0
2022-05-30 17:30:00,27.02,,6.755,Monday,0.4627175,275.604,0.70188503,0.0
2022-05-30 17:45:00,27.61,,6.9025,Monday,0.47282125,281.62199999999996,0.7172111649999999,0.0
2022-05-30 18:00:00,28.4,,7.1,Monday,0.48635,289.67999999999995,0.7377326,0.0
2022-05-30 18:15:00,28.18,,7.045,Monday,0.4825825,287.436,0.73201777,0.0
2022-05-30 18:30:00,27.0,,6.75,Monday,0.46237500000000004,275.4,0.7013655,0.0
2022-05-30 18:45:00,27.38,,6.845,Monday,0.46888250000000004,279.27599999999995,0.71123657,0.0
2022-05-30 19:00:00,14.71,,3.6775,Monday,0.25190875,150.042,0.38211431500000004,0.0
2022-05-30 19:15:00,0.89,,0.2225,Monday,0.015241250000000001,9.078,0.023119085,0.0
2022-05-30 19:30:00,26.55,,6.6375,Monday,0.45466875000000007,270.81,0.689676075,0.0
2022-05-30 19:45:00,0.87,,0.2175,Monday,0.01489875,8.873999999999999,0.022599555,0.0
2022-05-30 20:00:00,1.27,,0.3175,Monday,0.02174875,12.953999999999999,0.032990155,0.0
2022-05-30 20:15:00,0.62,,0.155,Monday,0.0106175,6.324,0.01610543,0.0
2022-05-30 20:30:00,27.39,,6.8475,Monday,0.46905375000000005,279.378,0.711496335,0.0
2022-05-30 20:45:00,28.39,,7.0975,Monday,0.48617875000000005,289.578,0.737472835,0.0
2022-05-30 21:00:00,27.74,,6.935,Monday,0.0,0.0,0.0,0.0
2022-05-30 21:15:00,27.27,,6.8175,Monday,0.0,0.0,0.0,0.0
2022-05-30 21:30:00,28.26,,7.065,Monday,0.0,0.0,0.0,0.0
2022-05-30 21:45:00,28.39,,7.0975,Monday,0.0,0.0,0.0,0.0
2022-05-30 22:00:00,28.37,,7.0925,Monday,0.0,0.0,0.0,0.0
2022-05-30 22:15:00,26.06,,6.515,Monday,0.0,0.0,0.0,0.0
2022-05-30 22:30:00,28.4,,7.1,Monday,0.0,0.0,0.0,0.0
2022-05-30 22:45:00,28.4,,7.1,Monday,0.0,0.0,0.0,0.0
2022-05-30 23:00:00,26.96,,6.74,Monday,0.0,0.0,0.0,0.0
2022-05-30 23:15:00,28.42,,7.105,Monday,0.0,0.0,0.0,0.0
2022-05-30 23:30:00,28.42,,7.105,Monday,0.0,0.0,0.0,0.0
2022-05-30 23:45:00,28.43,,7.1075,Monday,0.0,0.0,0.0,0.0
2022-05-31 00:00:00,28.41,,7.1025,Tuesday,0.303987,289.782,0.32703461250000004,0.0
2022-05-31 00:15:00,28.45,,7.1125,Tuesday,0.304415,290.19,0.3274950625,0.0
2022-05-31 00:30:00,28.42,,7.105,Tuesday,0.304094,289.884,0.32714972500000006,0.0
2022-05-31 00:45:00,28.43,,7.1075,Tuesday,0.304201,289.986,0.3272648375,0.0
2022-05-31 01:00:00,28.42,,7.105,Tuesday,0.304094,289.884,0.32714972500000006,0.0
2022-05-31 01:15:00,28.41,,7.1025,Tuesday,0.303987,289.782,0.32703461250000004,0.0
2022-05-31 01:30:00,28.42,,7.105,Tuesday,0.304094,289.884,0.32714972500000006,0.0
2022-05-31 01:45:00,28.43,,7.1075,Tuesday,0.304201,289.986,0.3272648375,0.0
2022-05-31 02:00:00,28.45,,7.1125,Tuesday,0.304415,290.19,0.3274950625,0.0
2022-05-31 02:15:00,28.44,,7.11,Tuesday,0.304308,290.08799999999997,0.32737995000000003,0.0
2022-05-31 02:30:00,28.45,,7.1125,Tuesday,0.304415,290.19,0.3274950625,0.0
2022-05-31 02:45:00,28.42,,7.105,Tuesday,0.304094,289.884,0.32714972500000006,0.0
2022-05-31 03:00:00,28.43,,7.1075,Tuesday,0.304201,289.986,0.3272648375,0.0
2022-05-31 03:15:00,28.44,,7.11,Tuesday,0.304308,290.08799999999997,0.32737995000000003,0.0
2022-05-31 03:30:00,23.41,,5.8525,Tuesday,0.250487,238.78199999999998,0.2694783625,0.0
2022-05-31 03:45:00,16.99,,4.2475,Tuesday,0.18179299999999998,173.29799999999997,0.1955761375,0.0
2022-05-31 04:00:00,17.96,,4.49,Tuesday,0.192172,183.192,0.20674205,0.0
2022-05-31 04:15:00,20.92,,5.23,Tuesday,0.22384400000000002,213.38400000000001,0.24081535000000004,0.0
2022-05-31 04:30:00,27.29,,6.8225,Tuesday,0.29200299999999996,278.35799999999995,0.3141420125,0.0
2022-05-31 04:45:00,27.89,,6.9725,Tuesday,0.298423,284.478,0.32104876250000003,0.0
2022-05-31 05:00:00,26.28,,6.57,Tuesday,0.281196,268.056,0.30251565,0.0
2022-05-31 05:15:00,25.38,,6.345,Tuesday,0.271566,258.876,0.292155525,0.0
2022-05-31 05:30:00,25.95,,6.4875,Tuesday,0.277665,264.69,0.2987169375,0.0
2022-05-31 05:45:00,27.85,,6.9625,Tuesday,0.297995,284.07,0.32058831250000003,0.0
2022-05-31 06:00:00,27.6,,6.9,Tuesday,0.29532,281.52,0.3177105,0.0
2022-05-31 06:15:00,28.44,,7.11,Tuesday,0.304308,290.08799999999997,0.32737995000000003,0.0
2022-05-31 06:30:00,27.64,,6.91,Tuesday,0.295748,281.928,0.31817095,0.0
2022-05-31 06:45:00,27.9,,6.975,Tuesday,0.29852999999999996,284.58,0.321163875,0.0
2022-05-31 07:00:00,27.88,,6.97,Tuesday,0.477445,284.376,0.72422482,0.0
2022-05-31 07:15:00,20.74,,5.185,Tuesday,0.3551725,211.54799999999997,0.53875261,0.0
2022-05-31 07:30:00,14.82,,3.705,Tuesday,0.25379250000000003,151.164,0.38497173,0.0
2022-05-31 07:45:00,16.95,,4.2375,Tuesday,0.29026875,172.89,0.44030167499999995,0.0
2022-05-31 08:00:00,18.48,,4.62,Tuesday,0.31647000000000003,188.49599999999998,0.48004572,0.0
2022-05-31 08:15:00,13.9,,3.475,Tuesday,0.2380375,141.78,0.36107335,0.0
2022-05-31 08:30:00,13.89,,3.4725,Tuesday,0.23786625000000003,141.678,0.360813585,0.0
2022-05-31 08:45:00,13.39,,3.3475,Tuesday,0.22930375000000003,136.578,0.347825335,0.0
2022-05-31 09:00:00,10.3,,2.575,Tuesday,0.17638750000000003,105.06,0.26755795,0.0
